 Barret	Speaker	BarretThe planet's dyin', Cloud!	Cloud	Referent
 Letter	Speaker	LetterI just made it here to Midgar but all I think about is Nibelheim.Hey, Tifa... Is that stupid old water tower still working?Is the old man at the Inn doing well? Are my parents still at the shop everyday? Have any monsters attacked?And most of all, how are you, Tifa? It feels like I haven't seen you for years.We were all talking about you last night.Everyone likes you. But because everyone idolizes you, I couldn't very well stab them in the back.I always acted cool, but actually, I was just afraid of being jilted.Wow, if I keep writing like this, this'll become a love letter!So, I think I'll stop here. Take care. I'll write again.P.S. Write me back, okay?	Tifa	Referent
 Cloud + Vincent	Speaker	Cloud + VincentYou know Sephiroth?	Sephiroth	Referent
 Man 3	Speaker	Man 3Aerith? How did you know that name? You must be...!?Aerith, you mean that kid. The receptionist. Yeah, I was startin' to worry 'bout her myself.And so another rival appears on the scene, eh?You mean, she's not? It's someone else?	Aerith	Referent
 Reeve	Speaker	ReeveLooks like Cloud and the others are on their way. Stay out of the way!	Cloud	Referent
 Reeve	Speaker	ReeveHey! Wait!!Cloud, everybody! Sorry......But!!	Cloud	Referent
 Hojo	Speaker	HojoAerith? Oh, is that her name? What do you want?	Aerith	Referent
 Hojo	Speaker	HojoNo, I remember you all now......Yes, yes. I remember now.It's been a long time, Cloud.	Cloud	Referent
 Hojo	Speaker	HojoHeh heh heh...... All right. You sure are loud.Long time no see, Cloud.	Cloud	Referent
 Hojo	Speaker	HojoHmm, Aerith? What a nice name...... Ha, ha, ha.	Aerith	Referent
 Hojo	Speaker	HojoHa, ha, ha...... Just you wait, Sephiroth.I'll give you all the Mako you want.	Sephiroth	Referent
 Hojo	Speaker	HojoShow me...... Sephiroth.It should be near...Ha, ha, ha...... Go beyond the powers of science...Before your presence, science is powerless...I hate it, but I'll concede to it.Just... let me see it.Ha, ha, ha......	Sephiroth	Referent
 Hojo	Speaker	HojoEvery time I see you, I...It pains me that I had so little scientific sense...I evaluated you as a failed project.But, you are the only one that succeeded as a Sephiroth-clone.Heh, heh, heh...... I'm even beginning to hate myself.	Sephiroth	Referent
 Hojo	Speaker	HojoHa, ha, ha... Although he doesn't know.Ha, ha, ha... HA, HA, HA...!!What will Sephiroth think when he finds out I'm his father?Always looking down on me like that.HA, HA, HA...!!	Sephiroth	Referent
 Hojo	Speaker	HojoHa, ha, ha...I offered the woman with my child to Professor Gast's Jenova Project.When Sephiroth was still in the womb, we took the cells of Jenova...HA, HA, HA!!	Sephiroth	Referent
 Hojo	Speaker	HojoHeh heh heh......That land is no one's.It's where the Reunion will take place...... They will all gather here......I wonder if we'll see...... Sephiroth?	Sephiroth	Referent
 Hojo	Speaker	Hojo...He's a Sephiroth-clone I created after the real Sephiroth died five years ago.Jenova cells and Mako, with my knowledge and skills, have been combined with science and nature to bring him to life....I'm not wild about the failure part, but the Jenova Reunion Theory has now been proven.You see, even if Jenova's body is dismembered, it will eventually become one again. That's what is meant by Jenova's Reunion.I have been waiting for the Reunion to start. Five years have passed, and now the Clones have begun to return.I thought the clones would begin to gather at Midgar where Jenova is stored.But my predictions were not entirely correct. Jenova itself began to move away from the Shinra Building.But being a genius that I am, I soon figured it out. You see it was all Sephiroth's doing.Sephiroth is not just content to diffuse his will into the Lifestream; he wants to manipulate the Clones himself.	Sephiroth	Referent
 Hojo	Speaker	HojoThe one thing that I did know was that Sephiroth was at their final destination.	Sephiroth	Referent
 Hojo	Speaker	HojoDid you see it!! It's Sephiroth! So he IS here!This is perfect! Both Jenova's Reunion and Sephiroth's will!They won't be diffused into the Lifestream,but gathered here! Mwa, haa, ha,......	Sephiroth	Referent
 Red	Speaker	RedHojo has named me, Red XIII. A name with no meaning whatsoever to me. Call me whatever you wish.	Red XIII	Referent
 Bald Black Man	Speaker	Bald Black ManIt just isn't a party without Rude!	Rude	Referent
 Soldier outside Cargo Ship	Speaker	Soldier outside Cargo ShipLately it seems like the economy's been better. Must be the 'Rufus' effect.Cargo ships are always coming and going from Costa del Sol.Now I'll overlook the fact that you're a stowaway, but you better at least help with the cargo.	Rufus	Referent
 Woman Lounging on Sea Plane	Speaker	Woman Lounging on Sea PlaneHe's quite handsome, isn't he?......Oh, don't worry, I'm not talking about you.I'm talking about President Rufus. Charming, rich, blond... He even looks good in a double-breasted suit.	Rufus	Referent
 Sailor Running Around	Speaker	Sailor Running AroundEver since Rufus complimented him, he ran around for a while, And we haven't heard a peep from him since...	Rufus	Referent
 Sailor Running Around	Speaker	Sailor Running AroundDon't bug me. This is Rufus's first official visit since becoming President.It seems like he's here on business this time.I'm so jealous of him, I could spit. We're both about the same age, but, he's President.	Rufus	Referent
 Sailor Running Around	Speaker	Sailor Running AroundRufus complimented me on my job!Wow!! I guess it pays to do good work.	Rufus	Referent
 Cloud's Mom	Speaker	Cloud's MomCloud...?	Cloud	Referent
 Cloud's Mom	Speaker	Cloud's MomYou know, Cloud......	Cloud	Referent
 Cloud's Mom	Speaker	Cloud's Mom......isn't that right, Cloud?	Cloud	Referent
 Man with Camera	Speaker	Man with CameraI heard Sephiroth was coming and got my camera ready.I want a shot of Sephiroth and a monster.	Sephiroth	Referent
 Man with Camera	Speaker	Man with CameraAll right... So big-headed...Hey? This guy's a real...You... Are you Cloud?Really? So that's how it is, huh?Gosh, Cloud, you've grown up to be a nice-looking lad.	Cloud	Referent
 Man with Camera	Speaker	Man with CameraUmmm...Mr. Sephiroth! Please let me take one picture for a memento!Tifa, can you ask him for me too......?	Sephiroth	Referent
 Man with Camera	Speaker	Man with CameraUmmm...Mr. Sephiroth! Please let me take one picture for a memento!Tifa, can you ask him for me too......?	Tifa	Referent
 Man with Camera	Speaker	Man with CameraWhat's Sephiroth doing?	Sephiroth	Referent
 Man with camera	Speaker	Man with cameraLet's do this, Cloud. Let me take a picture of you with Sephiroth.	Cloud	Referent
 Man with camera	Speaker	Man with cameraLet's do this, Cloud. Let me take a picture of you with Sephiroth.	Sephiroth	Referent
 Tifa's Father	Speaker	Tifa's FatherI'm the town's... ...... ......!?Aren't you Cloud?Don't you know me?	Cloud	Referent
 Tifa's Father	Speaker	Tifa's FatherRight. I'm Tifa's father....I want you to stay away from my daughter.We don't need the Shinra's help to protect our town!	Tifa	Referent
 Tifa's Father	Speaker	Tifa's FatherListen to me, Sephiroth. In case something happens...	Sephiroth	Referent
 Tifa's Father	Speaker	Tifa's FatherI hate myself for asking you this, but...Don't take your eyes off of Tifa! Hurry up and go back to her side!	Tifa	Referent
 Tifa's Father	Speaker	Tifa's FatherCloud! Why'd you bring Tifa to a place like this!What the hell's the matter with you!?What if she dies!?	Cloud	Referent
 Tifa's Father	Speaker	Tifa's FatherCloud! Why'd you bring Tifa to a place like this!What the hell's the matter with you!?What if she dies!?	Tifa	Referent
 Black-haired Woman	Speaker	Black-haired Woman...Oh, you're with the Shinra? Welcome.Oh, I'm sorry! It's you, Cloud! I didn't recognize you.	Cloud	Referent
 Black-haired Woman	Speaker	Black-haired WomanCloud, you've grown to be a strong man.	Cloud	Referent
 Gramps	Speaker	GrampsSo, what do you need, Cloud?	Cloud	Referent
 Zangan	Speaker	ZanganI'm Zangan. I travel around the world teaching children martial arts.I have 128 students all over the world!In this town, a girl named Tifa is my student.	Tifa	Referent
 Zangan	Speaker	ZanganTifa has good sense. She'll be a powerful fighter.I want to see some Shinra techniques.And if you see anything you can use, you might want to incorporate some of my techniques.Well, good luck.	Tifa	Referent
 Gossip	Speaker	GossipAbout that little girl named Tifa and that bar called '7th Heaven'.I'm not only informed, I'm kinda nosey too. Anyhow, I got the scoop.You wanna hear?	Tifa	Referent
 Gossip	Speaker	GossipThat Barret and three of his henchmen are like this sometimes.Suddenly, they threw out a customer and start talking trash to him. It's strange, if you ask me. And that place always smells like gun powder.It's dangerous, I tell you. They must be doing terrible things in there.	Barret	Referent
 Gossip	Speaker	GossipYesterday, everyone in town was peeking at the two of you from outside the bar.Tifa's childhood friend. That's a good one!	Tifa	Referent
 Johnny's Cousin	Speaker	Johnny's CousinNow that you mention it, there used to be an outside TV monitor here in the slums.But that Barret, busted it up.Shot it up with that weird machine gun hand of his. Blam, blam, blam.I think it was when President Shinra was on.He was on again this morning, too, you know.Tifa better watch out for her TV.	Barret	Referent
 Johnny's Cousin	Speaker	Johnny's CousinNow that you mention it, there used to be an outside TV monitor here in the slums.But that Barret, busted it up.Shot it up with that weird machine gun hand of his. Blam, blam, blam.I think it was when President Shinra was on.He was on again this morning, too, you know.Tifa better watch out for her TV.	Tifa	Referent
 Crew Member	Speaker	Crew Member......Well......... Um, what should I talk about?Wanna hear why we rebelled?Working on the Highwind, we spent every day slaving under Heidegger.Whenever he got yelled at by the President, he'd immediately take it out on the crew.We put up with this all the time. Even when he beat us.I mean, I finally made it on the crew of the famous Highwind, and there's no way I was going to quit over him.Let's see, it must've been a week ago... it was my shift and we were heading towards the North Cave.Everyone, including the President and Scarlet, got on.And with them, I saw Cid, a legendary pilot!And he was looking around the inside of the ship looking really, y'know, nostalgic......He even talked to us.I couldn't believe it! I was so impressed! He was every bit as warmhearted as we'd always heard.Cid said that if he had the Highwind, things would be a lot easier.And now here we are off to save the planet. It's true. He really overwhelmed me.And that's why we decided to help.After the North Cave, we went to Junon, and I started screaming 'Fire! Fire!'In the middle of all the commotion, we stole this ship from the Shinra.That's how it happened. .......Just a minor mutiny against our leaders.But Barret and you were captured by Heidegger......We waited seven days for a chance to rescue you guys, before we finally could.So thanks to our successful mission, we were able to see you again.I hope I didn't bore you too much with that long story.	Cid	Referent
 Crew Member	Speaker	Crew Member......Well......... Um, what should I talk about?Wanna hear why we rebelled?Working on the Highwind, we spent every day slaving under Heidegger.Whenever he got yelled at by the President, he'd immediately take it out on the crew.We put up with this all the time. Even when he beat us.I mean, I finally made it on the crew of the famous Highwind, and there's no way I was going to quit over him.Let's see, it must've been a week ago... it was my shift and we were heading towards the North Cave.Everyone, including the President and Scarlet, got on.And with them, I saw Cid, a legendary pilot!And he was looking around the inside of the ship looking really, y'know, nostalgic......He even talked to us.I couldn't believe it! I was so impressed! He was every bit as warmhearted as we'd always heard.Cid said that if he had the Highwind, things would be a lot easier.And now here we are off to save the planet. It's true. He really overwhelmed me.And that's why we decided to help.After the North Cave, we went to Junon, and I started screaming 'Fire! Fire!'In the middle of all the commotion, we stole this ship from the Shinra.That's how it happened. .......Just a minor mutiny against our leaders.But Barret and you were captured by Heidegger......We waited seven days for a chance to rescue you guys, before we finally could.So thanks to our successful mission, we were able to see you again.I hope I didn't bore you too much with that long story.	Barret	Referent
 Crew Member	Speaker	Crew MemberOh...... oh...... Cloud......	Cloud	Referent
 Crew Member	Speaker	Crew MemberCloud, I was deeply moved by your story!I'm really a weak person and so I could really understand how you feel, Cloud!No one knows when fighting will begin. But let's get ready!	Cloud	Referent
 Pilot in Training (LV3)	Speaker	Pilot in Training (LV3)Waaaaah! Captain Cid!	Cid	Referent
 Crew Member 4	Speaker	Crew Member 4Tifa, thank you for a job well done!	Tifa	Referent
 Soldier on the Path to the Airport	Speaker	Soldier on the Path to the AirportI finally got orders to join the Great Sephiroth Plan. I even get to go on the Gelnika too...But, I'm just gonna ignore them. I wanna live to see the end of the world.If I'm lucky... There'll be a good place for me in the New World.	Sephiroth	Referent
 Soldiers in Reactor	Speaker	Soldiers in ReactorYou, you're Cloud!!You are NOT getting this Huge Materia!!So you WERE after the Huge Materia!	Cloud	Referent
